37	01s1	19	50	PS	2	3	3	4	3	1	3	3	3	2	3	4
37	01s1	1	44	FL	3	4	4	3	3	2	3	4	4	4	3	4
37	01s1	25	64	PS	4	4	4	3	4	2	3	4	4	3	3	5
38	01s1	24	67	CR	3	4	5	3	3	5	4	5	3	3	5	4
38	01s1	10	82	DN	4	5	3	4	2	5	4	2	1	1	1	2
41	01s1	4	85	HD	3	5	4	4	4	3	4	4	5	4	4	4
41	01s1	5	85	HD	2	5	2	5	2	2	2	2	5	3	1	3
42	01s1	26	63	PS	1	3	3	2	3	3	1	2	3	4	1	2
42	01s1	10	85	HD	3	1	1	1	1	1	1	1	3	2	3	2
43	01s1	1	38	FL	2	2	2	3	4	3	3	3	3	3	2	5
44	01s1	6	01	FL	3	2	2	4	3	1	1	2	4	3	2	1
44	01s1	9	54	PS	4	3	1	3	3	2	1	1	3	1	2	1
45	01s1	4	65	CR	2	5	3	2	4	2	2	3	5	4	4	4
46	01s1	17	81	DN	2	4	2	3	2	2	1	1	5	4	NA	1
46	01s1	18	57	PS	4	4	3	3	4	3	2	2	3	3	4	4
46	01s1	6	77	DN	4	5	5	1	4	1	3	5	5	5	5	5
47	01s1	27	0.00	DF	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
48	01s1	4	57	PS	5	3	3	3	5	4	3	3	5	3	4	4
49	01s1	16	0.00	NF	4	3	3	3	4	3	3	3	5	4	NA	4
51	01s1	28	87	HD	5	5	5	5	5	5	5	5	5	5	5	5
52	01s1	21	57	PS	3	4	2	5	3	3	3	3	3	2	2	3
53	01s1	22	88	HD	4	5	4	3	5	2	3	5	4	4	4	4
54	01s1	2	46	FL	3	4	1	4	4	4	2	1	5	3	4	3
54	01s1	3	53	PS	3	4	2	4	4	4	2	2	5	3	4	3
55	01s1	4	60	PS	4	3	2	5	1	5	1	1	5	2	1	1
56	01s1	25	67	CR	3	3	4	3	3	3	3	4	4	4	4	4
57	01s1	13	78	DN	2	3	3	2	4	3	2	4	4	4	4	4
57	01s1	14	71	CR	4	4	4	2	3	3	4	3	4	4	3	3
58	01s1	12	50	PS	3	3	1	2	2	4	2	3	NA	3	3	3
59	01s1	17	75	DN	4	4	4	5	5	3	4	4	4	4	4	4
59	01s1	9	67	CR	4	4	4	4	4	4	4	4	4	4	4	4
59	01s1	15	50	PS	2	2	2	3	2	5	1	1	2	2	1	2
59	01s1	12	72	CR	4	4	4	3	4	4	4	4	4	4	4	4
59	01x1	29	52	PS	3	3	3	3	3	3	3	3	3	3	3	3
60	01s1	22	87	HD	3	4	5	3	4	1	4	5	4	4	4	4
60	01s1	8	96	HD	4	5	5	3	4	3	2	3	5	4	4	4
61	01s1	21	50	PS	3	2	2	5	2	3	2	3	2	3	1	2
61	01s1	15	73	CR	4	4	3	1	3	5	2	1	4	4	2	4
61	01s1	11	62	PS	4	2	3	4	3	1	3	3	2	3	4	3
61	01s1	25	73	CR	4	5	4	3	4	1	5	5	5	4	4	5
62	01s1	24	66	CR	3	4	2	3	2	2	4	3	4	4	4	3
63	01s1	2	50	PS	3	3	3	2	2	1	3	3	3	2	3	3
64	01s1	11	81	DN	4	4	4	2	4	2	3	3	4	4	4	4
64	01s1	14	72	CR	3	3	2	3	3	2	2	3	3	3	3	3
64	01x1	29	67	CR	3	3	2	3	3	3	1	2	3	3	3	2
65	01s1	7	59	PS	3	3	4	3	3	3	3	3	3	4	4	3
65	01s1	30	26	FL	2	2	4	2	2	2	1	1	1	1	2	1
65	01s1	17	71	CR	3	3	4	2	3	3	4	4	3	4	4	4
65	01s1	3	68	CR	3	3	3	3	4	3	4	4	3	3	3	4
65	01s1	31	90	HD	3	5	4	3	2	2	4	4	4	4	4	4
65	01x1	6	51	PS	3	2	2	3	3	3	2	2	3	2	4	3
66	01s1	9	78	DN	3	2	2	3	2	2	1	1	3	3	4	2
66	01s1	3	79	DN	4	4	3	2	3	2	4	3	4	4	4	4
67	01s1	9	73	CR	4	1	1	3	4	5	1	1	1	4	2	1
67	01s1	8	54	PS	4	4	3	4	3	5	2	4	4	3	3	3
68	01s1	9	73	CR	5	5	4	1	4	3	2	3	5	5	4	4
68	01s1	8	56	PS	3	1	2	3	3	1	1	2	1	2	2	1
69	01s1	12	58	PS	4	4	4	3	4	2	3	3	5	3	4	4
72	01s1	15	40	FL	5	1	1	4	1	1	1	1	5	1	1	1
73	01s1	18	97	HD	2	2	2	4	2	3	2	3	3	1	2	2
73	01s1	9	82	DN	3	1	5	3	5	1	5	5	2	4	4	4
73	01s1	8	70	CR	3	4	2	3	2	3	5	1	4	4	2	2
73	01s1	10	88	HD	5	2	2	2	5	4	5	3	3	NA	3	4
74	01s1	10	84	DN	3	4	3	2	4	NA	3	3	5	4	2	4
75	01s1	24	73	CR	2	2	2	2	2	2	2	2	2	2	2	2
75	01s1	9	67	CR	2	2	2	2	2	2	2	2	2	2	2	2
75	01s1	10	64	PS	2	2	2	2	2	2	2	2	2	2	2	2
75	01s1	15	74	CR	2	2	2	2	2	2	2	2	2	2	2	2
75	01s1	1	62	PS	2	2	2	2	2	2	2	2	2	2	2	2
75	01x1	6	74	CR	2	2	2	2	2	2	2	2	2	2	2	2
76	01s1	10	96	HD	5	2	3	2	4	1	3	4	4	4	4	4
77	01s1	20	63	PS	1	2	1	3	1	5	1	1	4	3	2	1
77	01s1	21	83	DN	5	5	4	3	4	1	4	4	5	4	4	5
77	01s1	10	87	HD	3	4	4	2	2	2	2	4	5	5	4	4
78	01s1	21	69	CR	3	5	5	4	5	1	3	3	4	1	5	5
79	01s1	22	86	HD	4	5	4	3	4	2	2	4	5	4	4	4
80	01s1	19	73	CR	4	3	2	3	2	2	2	3	4	3	3	2
80	01s1	32	94	HD	2	4	4	4	2	1	3	4	4	4	4	4
81	01s1	5	52	PS	3	3	4	2	3	2	3	4	4	3	3	4
81	01s1	17	51	PS	3	3	3	2	3	2	2	3	3	3	3	3
81	01s1	6	40	FL	4	3	4	2	3	2	3	4	4	4	4	4
82	01s1	33	54	PS	2	2	1	3	1	2	1	1	1	1	1	1
83	01s1	10	96	HD	1	1	2	1	1	1	3	2	3	5	3	1
85	01s1	4	56	PS	4	5	2	2	3	4	3	3	4	2	3	3
86	01s1	17	63	PS	3	5	5	3	4	5	1	4	5	4	2	4
87	01s1	21	11	FL	3	1	2	5	1	3	2	2	4	2	2	1
88	01s1	2	80	DN	4	2	3	3	3	2	4	4	2	3	2	3
88	01s1	3	87	HD	2	2	2	3	2	4	2	2	2	3	2	2
89	01s1	18	76	DN	3	2	4	3	4	3	4	4	4	3	5	4
90	01s1	21	89	HD	3	5	3	4	3	2	4	4	5	3	3	4
91	01s1	22	91	HD	2	4	2	1	2	1	2	2	3	4	3	3
91	01s1	19	77	DN	3	NA	5	NA	3	3	2	5	5	5	4	5
92	01s1	4	60	PS	4	4	4	3	3	4	3	4	4	4	4	4
92	01s1	5	51	PS	4	4	4	4	3	3	2	3	4	2	3	3
93	01s1	6	79	DN	2	2	2	5	2	5	3	1	2	2	2	1
93	01s1	9	78	DN	4	3	4	3	5	4	5	4	2	4	3	3
94	01s1	10	85	HD	3	4	2	3	2	3	3	3	3	3	3	3
95	01s1	0	51	PS	2	2	1	5	2	4	2	2	2	1	2	2
96	01s1	10	81	DN	2	4	3	4	3	3	2	3	3	3	3	4
97	01s1	20	65	CR	3	4	4	2	3	4	3	4	5	3	3	3
98	01s1	34	79	DN	2	2	2	4	2	1	2	3	4	2	3	2
99	01s1	24	91	HD	2	3	1	2	2	NA	1	2	3	3	2	2
99	01s1	9	89	HD	2	5	4	3	3	2	2	3	5	3	4	5
99	01s1	10	97	HD	1	1	3	1	1	NA	2	3	4	3	NA	2
100	01s1	17	79	DN	NA	4	2	4	2	4	2	2	5	2	2	2
100	01s1	10	84	DN	NA	2	1	3	1	NA	1	1	2	2	1	1
100	01s1	15	50	PS	1	1	1	3	1	5	1	1	5	1	1	1
101	01s1	10	98	HD	4	4	4	4	4	4	4	4	4	4	4	4
103	01s1	17	73	CR	3	4	4	3	4	2	4	3	4	4	4	4
103	01s1	18	60	PS	3	4	3	3	2	4	3	3	3	2	4	3
104	01s1	4	66	CR	2	3	2	4	2	2	2	2	5	2	2	1
104	01s1	5	68	CR	4	4	4	3	3	3	2	4	4	2	4	4
105	01s1	6	57	PS	3	5	4	3	3	4	4	5	4	4	4	4
105	01s1	9	66	CR	2	5	3	4	3	4	3	3	5	4	3	4
105	01s1	10	93	HD	4	2	3	1	3	2	3	4	2	5	4	4
106	01s1	22	96	HD	2	5	4	2	2	NA	3	4	4	4	4	4
106	01s1	14	97	HD	4	3	3	2	4	2	3	3	4	4	4	4
107	01s1	4	64	PS	1	4	1	4	1	2	1	1	4	2	2	1
108	01s1	4	84	DN	2	4	3	4	2	3	1	3	5	3	1	3
109	01s1	4	33	FL	2	3	2	5	3	4	3	2	2	4	2	2
110	01s1	20	74	CR	3	3	2	3	3	2	2	2	3	3	3	3
111	01s1	20	71	CR	3	4	3	3	3	2	2	2	3	3	3	3
111	01s1	21	57	PS	2	4	2	5	2	2	1	3	4	1	2	1
111	01s1	18	67	CR	4	4	4	2	4	2	4	4	4	4	4	4
112	01s1	0	30	FL	1	3	1	2	1	2	3	2	5	1	2	1
113	01s1	20	83	DN	3	3	3	3	3	3	3	3	3	2	2	3
113	01s1	22	94	HD	5	5	5	4	5	NA	4	4	4	2	5	5
114	01s1	18	91	HD	4	2	4	2	5	2	3	4	4	5	3	5
115	01s1	6	70	CR	1	2	2	2	2	4	3	2	3	2	1	1
116	01s1	9	63	PS	3	1	4	4	2	5	4	3	1	2	2	3
117	01s1	18	75	DN	3	3	2	2	3	4	3	2	3	4	3	3
117	01s1	9	78	DN	5	5	5	2	4	2	4	5	5	5	5	4
117	01s1	34	79	DN	4	4	4	2	4	1	4	5	4	NA	5	4
117	01s1	10	89	HD	3	3	2	2	3	4	2	2	3	3	3	3
118	01s1	4	96	HD	4	4	1	4	2	5	2	1	4	2	2	2
118	01x1	23	86	HD	3	5	3	2	3	3	1	2	4	4	3	3
119	01s1	6	35	FL	3	3	3	3	4	2	2	4	4	3	4	4
119	01s1	9	48	FL	2	5	3	4	1	4	2	3	5	3	4	2
119	01s1	3	53	PS	4	5	3	3	3	3	3	3	5	3	4	4
120	01s1	5	55	PS	3	3	2	5	2	5	1	2	5	1	1	3
120	01s1	17	63	PS	5	5	5	3	1	3	1	3	5	4	4	4
120	01s1	6	37	FL	2	2	1	2	1	5	2	3	1	2	2	2
121	01s1	12	70	CR	3	3	4	2	3	3	4	4	3	4	4	4
121	01s1	3	81	DN	3	3	3	2	3	3	4	3	4	5	4	4
122	01s1	17	50	PS	3	3	3	4	3	4	4	3	2	3	3	3
122	01s1	6	53	PS	2	1	2	1	2	2	1	2	2	4	3	3
123	01s1	5	54	PS	3	2	2	5	2	3	2	1	3	2	2	1
123	01s1	17	39	FL	4	3	3	3	4	5	3	3	4	4	4	4
123	01s1	18	0.00	AF	3	3	3	4	3	2	3	3	3	3	3	3
124	01s1	5	72	CR	4	4	3	5	4	2	4	3	3	3	4	4
125	01s1	20	63	PS	4	3	4	3	3	2	3	3	4	4	4	4
125	01s1	17	54	PS	4	4	3	3	4	2	4	4	5	3	4	4
125	01s1	10	84	DN	4	3	5	1	4	1	4	5	3	5	5	5
125	01x1	6	33	FL	3	3	2	4	2	4	2	2	4	1	2	2
126	01s1	17	77	DN	3	3	3	3	2	4	2	1	3	3	3	3
126	01s1	1	75	DN	3	3	3	3	4	2	2	3	3	3	3	3
126	01s1	31	78	DN	3	3	3	3	3	3	3	2	2	3	3	3
126	01s1	32	86	HD	3	3	4	3	3	3	3	4	3	3	3	4
127	01s1	32	45	FL	4	4	4	2	3	5	4	3	5	4	3	5
127	01x1	6	52	PS	4	4	5	5	3	2	3	5	5	2	4	4
128	01s1	20	73	CR	3	3	3	4	2	3	3	3	4	3	3	4
128	01s1	17	82	DN	3	4	4	4	4	4	4	2	4	4	3	4
128	01s1	18	78	DN	3	4	4	3	4	2	3	4	4	4	4	4
129	01s1	18	77	DN	4	5	5	3	4	1	4	4	4	4	5	4
130	01s1	20	82	DN	4	3	3	2	4	1	4	4	4	4	4	5
130	01s1	22	87	HD	4	5	5	2	4	2	4	4	4	4	4	5
130	01s1	8	88	HD	4	3	5	2	4	1	3	4	4	4	5	5
130	01s1	10	79	DN	2	2	2	3	4	3	3	2	2	3	3	3
131	01s1	21	50	PS	1	2	2	5	1	3	2	2	5	1	1	1
131	01s1	17	61	PS	3	3	3	5	3	3	2	3	5	3	3	3
131	01s1	18	49	PC	2	5	3	3	3	4	3	2	5	2	3	3
131	01s1	6	52	PS	3	4	4	3	3	1	4	4	5	2	3	3
132	01s1	17	56	PS	4	4	3	2	3	2	2	2	2	3	2	2
132	01s1	6	34	FL	4	3	2	2	3	2	3	2	3	2	2	2
132	01s1	3	65	CR	4	4	3	4	3	3	4	4	3	2	3	3
133	01s1	11	50	PS	2	5	4	4	1	4	4	4	4	2	4	4
134	01s1	24	60	PS	2	3	3	5	3	1	3	3	2	4	3	4
134	01s1	9	64	PS	4	5	5	3	5	4	4	3	5	4	4	5
134	01s1	10	71	CR	3	3	4	2	4	5	3	3	3	3	3	4
134	01s1	3	66	CR	3	5	4	3	4	3	4	4	5	5	5	4
135	01s1	4	50	PS	1	3	1	4	1	3	1	1	4	2	1	1
136	01s1	4	88	HD	1	5	1	2	1	5	1	3	5	1	5	1
136	01s1	5	74	CR	5	1	3	3	5	5	5	1	1	1	5	5
137	01s1	18	46	FL	2	3	2	4	3	3	2	2	3	2	4	3
138	01s1	21	0.00	AF	2	4	NA	5	NA	1	NA	2	4	1	NA	1
138	01s1	17	41	FL	2	2	2	3	2	2	2	2	4	4	3	2
139	01s1	13	84	DN	5	5	3	1	3	1	2	3	4	5	4	4
139	01s1	19	86	HD	5	5	5	3	5	3	5	5	5	5	5	5
139	01s1	32	80	DN	1	1	1	1	1	1	1	1	1	1	1	1
140	01s1	20	89	HD	NA	1	2	2	2	2	3	4	2	5	3	3
140	01s1	8	95	HD	NA	3	4	2	3	2	2	4	3	4	4	4
140	01s1	10	92	HD	NA	3	3	2	3	NA	3	3	2	NA	3	3
141	01s1	23	82	DN	4	5	5	3	4	2	5	4	4	4	4	5
141	01s1	5	80	DN	4	4	4	3	4	2	4	4	4	5	5	5
142	01s1	24	82	DN	3	3	2	2	1	NA	1	1	3	4	1	2
142	01s1	9	73	CR	2	2	3	3	2	3	2	2	4	2	4	3
142	01s1	10	85	HD	3	3	3	2	2	1	2	4	4	4	5	4
142	01x1	6	68	CR	3	5	4	2	5	4	2	4	5	5	5	4
144	01s1	24	85	HD	5	5	5	3	5	1	5	5	5	5	5	5
144	01s1	9	69	CR	4	3	3	5	4	4	4	4	5	2	3	4
144	01s1	10	74	CR	2	3	1	3	2	4	2	2	2	2	2	2
144	01s1	3	73	CR	3	3	1	3	3	4	1	1	3	4	3	3
145	01s1	18	58	PS	3	2	4	2	3	2	2	3	3	4	4	4
145	01s1	24	68	CR	1	2	1	5	2	1	2	2	1	3	5	2
145	01s1	9	62	PS	1	1	1	5	3	5	4	1	4	1	1	2
145	01s1	10	82	DN	3	2	5	1	3	2	2	5	4	3	4	3
147	01s1	17	43	FL	4	3	3	2	2	5	3	1	3	4	3	4
147	01s1	18	57	PS	3	3	5	4	4	2	5	5	3	4	5	4
147	01s1	6	50	PS	5	4	5	2	4	3	5	5	5	5	5	5
147	01x1	6	36	FL	5	4	5	2	4	3	5	5	5	5	5	5
148	01s1	24	87	HD	4	4	5	2	4	1	3	4	3	4	5	4
148	01s1	9	64	PS	2	4	1	5	2	2	1	1	5	2	4	2
148	01s1	10	79	DN	3	2	2	1	3	3	2	2	4	3	3	2
148	01s1	15	78	DN	3	4	3	4	4	4	2	2	4	3	4	4
149	01s1	5	55	PS	4	4	4	3	5	4	3	4	2	2	3	3
149	01s1	17	60	PS	4	3	4	4	5	3	4	3	4	4	4	5
149	01x1	6	64	PS	4	4	5	3	4	3	4	5	4	1	3	5
150	01s1	33	53	PS	1	2	1	5	1	3	1	4	1	1	1	1
150	01s1	2	69	CR	5	5	5	2	5	2	5	5	5	5	5	5
150	01s1	35	64	PS	2	4	3	4	1	4	2	2	5	2	2	2
150	01s1	3	72	CR	5	5	5	3	5	2	5	5	5	5	5	5
151	01s1	18	49	PC	4	4	3	3	5	3	4	4	5	3	4	4
152	01s1	9	86	HD	3	3	3	2	3	2	2	3	4	3	3	3
152	01s1	32	83	DN	3	2	3	2	4	NA	4	4	3	4	3	3
153	01s1	21	17	FL	1	5	5	5	1	5	5	5	5	1	1	4
153	01s1	9	45	FL	1	3	1	5	1	5	3	1	5	1	1	3
153	01s1	10	85	HD	5	5	5	3	5	NA	3	5	5	5	5	4
153	01s1	3	61	PS	5	5	5	3	5	1	5	5	5	5	5	5
153	01x1	6	41	FL	2	2	5	5	3	3	2	5	2	1	1	3
154	01s1	4	50	PS	2	3	2	2	1	4	1	3	2	1	1	2
155	01s1	9	87	HD	3	4	4	3	3	3	3	3	5	3	2	3
155	01s1	10	74	CR	2	3	3	3	3	3	3	3	3	3	3	3
155	01s1	16	85	HD	3	3	3	3	3	3	3	3	3	3	3	3
156	01s1	17	97	HD	4	5	4	4	4	2	4	3	5	5	3	4
156	01s1	9	95	HD	4	5	2	3	4	2	4	1	5	4	3	4
156	01s1	10	85	HD	3	2	1	2	2	1	2	1	2	2	4	2
156	01s1	16	95	HD	4	4	2	2	4	5	2	1	3	1	1	2
156	01x1	6	97	HD	5	5	5	2	5	2	5	5	4	4	5	5
157	01s1	10	87	HD	2	2	3	2	4	2	1	2	4	4	3	3
157	01s1	3	64	PS	2	4	3	3	4	4	2	2	4	3	3	3
157	01s1	16	73	CR	3	2	2	2	4	4	2	2	3	3	2	3
158	01s1	5	62	PS	3	3	2	3	2	2	2	2	3	2	2	3
158	01s1	20	48	PC	4	3	2	2	3	3	3	2	3	2	2	4
159	01s1	18	90	HD	5	4	4	1	5	2	5	5	4	5	5	5
159	01s1	9	89	HD	3	5	2	4	4	1	1	2	5	3	4	4
159	01s1	3	85	HD	5	5	3	1	5	1	3	3	4	2	4	4
159	01s1	16	87	HD	1	2	2	2	5	5	2	5	4	4	2	3
160	01s1	21	57	PS	2	4	2	3	2	3	2	2	4	1	2	3
160	01s1	34	85	HD	2	4	4	2	2	1	2	4	3	3	4	4
160	01s1	10	88	HD	1	4	2	3	1	NA	1	4	4	3	3	3
161	01s1	9	72	CR	2	4	2	3	1	2	3	4	4	4	2	4
161	01s1	10	90	HD	4	4	4	2	4	3	3	4	4	4	4	4
161	01s1	1	68	CR	2	4	2	3	4	2	4	3	3	4	2	2
162	01s1	21	59	PS	1	1	1	1	1	1	1	1	1	1	1	1
162	01s1	17	86	HD	2	2	2	2	2	2	2	2	2	2	2	2
162	01s1	6	82	DN	2	2	2	2	2	2	2	2	2	2	2	2
163	01s1	0	95	HD	4	5	4	4	5	1	3	5	4	4	4	4
164	01s1	20	62	PS	2	1	1	2	2	2	1	1	1	3	1	1
165	01s1	9	81	DN	4	2	4	1	2	3	4	4	4	4	4	4
165	01s1	22	88	HD	4	3	2	2	4	4	4	2	4	4	2	2
165	01s1	32	82	DN	5	4	4	3	4	4	5	2	4	4	5	4
166	01s1	0	91	HD	3	5	4	1	4	1	4	5	5	5	4	5
166	01s1	23	77	DN	5	5	3	2	4	3	3	3	5	5	5	5
167	01s1	17	55	PS	2	4	3	3	2	4	3	4	4	3	4	4
167	01s1	18	60	PS	4	2	4	3	4	3	4	4	3	4	4	4
167	01s1	3	62	PS	4	4	4	2	3	2	4	4	4	4	4	4
167	01x1	6	53	PS	3	4	4	4	2	4	2	4	3	3	2	4
168	01s1	23	52	PS	3	4	4	5	4	5	4	4	5	1	3	3
169	01s1	6	68	CR	4	4	5	2	5	3	3	4	4	5	5	4
169	01s1	9	74	CR	4	5	5	5	4	3	4	4	5	4	4	5
169	01s1	34	80	DN	5	3	4	3	4	1	3	4	3	4	5	4
169	01s1	10	81	DN	4	3	5	3	4	3	4	4	5	5	4	4
170	01s1	5	47	FL	3	3	2	3	3	3	3	4	3	4	2	3
170	01s1	27	15	FL	3	3	3	3	3	3	3	3	3	3	3	3
170	01x1	27	40	FL	2	2	2	4	2	5	2	2	3	2	2	2
171	01s1	8	92	HD	5	5	5	1	5	1	3	4	5	4	4	5
171	01s1	10	87	HD	4	2	4	3	4	NA	2	5	2	4	4	4
171	01s1	19	75	DN	5	5	4	4	5	3	4	4	5	5	4	4
171	01s1	1	85	HD	4	5	4	3	4	3	4	5	5	4	3	5
172	01s1	8	95	HD	5	4	5	1	5	1	5	5	5	5	5	4
172	01s1	10	98	HD	3	5	5	1	2	1	1	5	5	NA	5	3
172	01s1	19	90	HD	5	5	5	1	5	1	1	5	5	5	5	5
173	01s1	9	61	PS	4	4	3	3	4	3	3	3	5	2	3	4
173	01s1	10	87	HD	2	3	4	1	4	1	3	4	3	3	5	4
173	01s1	3	64	PS	4	4	3	3	4	2	3	3	5	2	5	4
174	01s1	10	90	HD	4	3	3	3	4	5	4	2	3	2	4	3
174	01s1	19	66	CR	3	4	4	4	4	4	1	4	4	3	4	4
174	01s1	25	81	DN	2	1	1	4	1	1	1	1	2	2	1	2
175	01s1	9	87	HD	4	4	4	3	4	3	2	3	4	4	4	4
175	01s1	22	83	DN	3	4	4	4	2	2	3	4	4	3	4	3
175	01s1	32	93	HD	4	4	4	2	3	2	3	4	5	4	4	4
176	01s1	18	42	FL	2	3	1	4	3	3	3	3	3	3	3	3
177	01s1	10	83	DN	3	3	3	2	3	2	2	4	3	3	3	3
178	01s1	9	66	CR	5	5	3	3	5	2	2	4	5	3	3	4
178	01s1	10	86	HD	5	1	3	3	4	NA	3	3	1	NA	3	3
178	01s1	15	76	DN	4	4	3	3	3	5	3	4	4	3	2	3
179	01s1	18	55	PS	3	4	2	4	3	2	2	3	5	3	3	4
179	01s1	6	67	CR	1	3	2	4	2	2	2	4	3	3	3	3
180	01s1	24	87	HD	5	2	1	4	3	5	1	1	2	4	2	1
180	01s1	9	91	HD	4	5	4	2	5	3	3	2	5	5	4	4
180	01s1	10	94	HD	3	3	3	3	3	2	1	4	5	4	5	4
180	01s1	15	78	DN	2	2	1	2	3	5	2	2	3	3	1	1
181	01s1	9	61	PS	2	4	3	4	4	3	4	4	4	4	4	4
181	01s1	10	77	DN	5	5	5	5	5	1	4	4	4	4	4	5
181	01s1	15	75	DN	3	5	1	4	4	5	2	1	5	4	2	3
182	01s1	21	49	PC	4	4	2	4	3	2	2	3	4	2	4	4
182	01s1	9	65	CR	4	4	2	4	4	3	2	2	4	4	2	3
182	01s1	31	77	DN	2	2	2	3	3	NA	4	3	2	4	3	2
